"p_sw" "p_dip" "kurt" "var" "skew"
"NCU04102" -0.0295210297537318 -0.191888291219752 2.76887079039204 0.0946752368627733 0.0149948560632061
"NCU07023" -0.224629183298568 -0.14354646433789 2.72083094407497 0.0149471942435117 0.114857292243178
"NCU06586" -1.82847380915223 -0.285922543965351 2.39292077368767 0.0369642303385147 -0.388774500873757
"NCU03964" -0.484132589784064 -0.304846003073112 2.47324284221407 0.03396569549849 -0.208155322919993
"NCU05429" -0.0405417383599354 -0.0298812161268405 2.95057355540006 0.113251721535185 0.208179770159798
"NCU00376" -1.06083656161253 -0.198068568402139 2.2564953964934 0.0359922796222636 0.23013337468881
"NCU00880" -1.79764864408727 -0.0286448253571797 2.49079056786639 0.015137813683231 0.48144555418716
"NCU01517" -0.945347566206647 -0.199050624423797 2.33795165162217 0.148425150610793 -0.22463236414863
"NCU07869" -0.279824585119367 -0.0802357855952051 2.97551858145261 0.176683577257841 -0.108787785314178
"NCU07818" -1.037709828467 -0.0151444723173062 2.94685648142927 0.359645667158127 -0.378298452885407
"NCU02353" -2.38729157783968 -0.160418812098866 2.29479055384362 0.0275865042200719 0.358453684912947
"NCU06173" -0.822228406150271 -0.234366057050949 2.80810801160077 0.192153628507495 -0.329353787778175
"NCU01545" -1.49423429675369 -1.89171951624382 2.01396036147431 0.0314863693090108 0.0613058935282615
"NCU01215" -0.585103358007236 -0.0132101941668895 3.26869812912189 0.0684923653857525 -0.351596214253392
"NCU02368" -1.26769510853728 -0.220146211411289 2.64636012336476 0.0139327330501092 -0.392218028933055
"NCU07200" -1.73001147695677 -0.00159754605714091 3.02703056306046 0.426338475832238 -0.498684259957633
"NCU08115" -0.560318529110508 -1.09703139456927 2.66147971343823 0.0362880424937701 -0.245923316058879
"NCU00196" -0.335664206547334 -1.12626910086827 2.72479840543128 0.0295569867733673 -0.0816722998556067
"NCU00501" -1.56870996407999 -1.77764845281826 2.79094470065923 0.0718317269387927 -0.471470806571227
"NCU00338" -1.08654904127594 -0.502058778277336 3.55439628713351 0.265829736756862 0.457777767823259
"NCU04781" -1.77616186380795 -0.873025052326824 1.99984641280897 0.0150776125417463 -0.14978594666481
"NCU06008" -0.0837593836744824 -0.392106505728764 2.90945950395284 0.0155548316542651 -0.0215157612057734
"NCU08300" -3.61407641929729 -0.298809344628141 4.53911853415516 0.0229888507143187 -0.972307533542607
"NCU02772" -4.04537817357327 -0.0347251123794215 3.03447498059739 0.612452156498506 0.767235864647172
"NCU00422" -0.478753593783453 -0.0163929925526784 2.49438664454976 0.0249769532807418 0.179382816895234
"NCU07320" -1.41014727675537 -0.00801337479579051 3.15841050216009 0.0240349413274881 -0.566272626584424
"NCU05563" -0.786495936088606 -0.415609623656593 2.60782111768855 0.0731991264719905 0.160471743877035
"NCU00869" -0.963140649780623 -0.0358665480780926 3.34807096787643 0.133919432809305 0.309563923176799
"NCU12138" -0.137702391821692 -0.0799756100517688 2.95162031528217 0.110179075760347 -0.0872509607621829
"NCU00566" -0.838835855200694 -0.0145136298349526 2.9835248199693 0.0195595142576262 -0.407687759111244
"NCU00929" -1.97503160790178 -0.106208452396026 3.10680424030259 0.0499662456295916 0.220145629628285
"NCU05493" -0.823520689971464 -0.0561899856825051 2.31156269596576 0.169968102579507 -0.158788370424536
"NCU02132" -0.00209177461012542 -0.0242787979550598 2.83670163210502 0.462117535187888 0.0271775863031131
"NCU06764" -0.102362312460492 -0.0886745245255287 3.03323252829457 0.0258163910259329 0.228393328063843
"NCU08666" -13.4972842797793 -Inf 1.34338084205888 1.56454983614594 0.387346576634757
"NCU02466" -2.20180645789508 -0.0461393509736644 3.79460080877237 0.0644874281738266 -0.417856764989999
"NCU09479" -0.982814438863952 -0.0989770159243146 2.11267705682348 0.149709934730901 0.144736112067833
"NCU06987" -1.16936378576003 -0.370840551865264 2.34415986238068 0.0683403131141374 0.210969207763567
"NCU11562" -0.194106496348393 -0.449594586386797 2.75031376252879 0.0714690585069577 -0.105174860206598
"NCU03217" -0.238740374052417 -0.0158187666651531 3.05820553049229 0.0189390424587066 0.076594798196234
"NCU04323" -0.0527068000450274 -1.43572323748642 2.90634028304365 0.0524580922502064 0.128685386820706
"NCU01403" -0.592826000792089 -0.0681708576076344 3.37818694247596 0.0676550087539212 0.176554530832216
"NCU01338" -0.823774827381896 -0.0225001456463996 2.25981918344418 0.0787744049712101 0.167799040915057
"NCU04776" -0.781857354778012 -1.0529549908017 2.55722625031128 0.0515426621462271 -0.208585726787775
"NCU05651" -2.51948218788404 -0.246800184259726 1.889836651147 1.62010182352468 -0.17632321310625
"NCU11680" -0.377638728921271 -0.0341841173740859 2.52689428991393 0.103634697256793 -0.0870776923523864
"NCU08769" -0.304637965565866 -0.229485131031241 2.84046490354224 0.870660092305396 0.0126421328672618
"NCU11957" -9.0681335333685 -0.344041423860049 2.57031021563285 1.51191779589904 -0.894904088914596
"NCU07326" -0.588565447998492 -0.0337164657075917 2.93630697366246 0.196325147514173 0.364483320578258
"NCU03876" -1.16048789740416 -0.200914011149757 2.90810163472851 0.0206807797647433 -0.171833212235968
"NCU11095" -1.13019139578986 -0.0415197233969994 2.05177398459028 0.308117508633672 -0.0509628611112499
"NCU08045" -0.937100029305234 -0.133874518504626 2.80618819088337 0.06509498410726 0.313529001451635
"NCU00019" -1.40256234270402 -0.0582691906497962 2.85197313922296 0.0527206247163534 -0.542270191743483
"NCU11942" -2.34099465108882 -0.0571916527194691 4.10024094779374 0.276180208497691 -0.601967149071276
"NCU10987" -1.46440129021356 -0.0104370999629031 2.54654782402677 0.108053364372355 0.331355659040116
"NCU00974" -0.405161949816068 -0.0199605716800242 2.54254458306194 0.0404105018487141 0.198608414430952
"NCU07850" -0.0563834796634962 -0.110096170074158 3.1533771523301 0.0111150572642803 0.0453783785660517
"NCU02785" -1.41885980735631 -0.0903739440421765 3.36594925236854 0.076774338375942 0.423476557653015
"NCU10155" -0.560688279671317 -0.36234148410479 2.64271998749861 0.0300741451675121 -0.307878839973923
"NCU06049" -3.13938659548338 -0.163192232239281 4.64272305643806 0.0444327866834039 0.808891023246496
"NCU09744" -0.268130211229931 -0.0686095171316892 2.67998166718371 0.0287522880171832 0.216979355079295
"NCU01560" -0.279946265239886 -0.138698798149811 3.09661194526968 0.0693837741335213 0.423298256730614
"NCU02031" -3.75673977735613 -0.00693172431958258 4.67236901380757 0.160638154702215 -0.776111683456601
"NCU11433" -2.97624138743678 -0.132422085424311 2.10107651883032 0.0988539157376904 -0.297190419987093
"NCU07460" -0.845601948861079 -0.370513112438632 2.43087511527732 0.01383321708189 0.0789728261517631
"NCU03043" -0.040300031097045 -0.592700540529297 2.7292251213168 0.0771701375946234 0.137572328085876
"NCU08341" -0.246305352636972 -2.82529771593277e-05 2.67741376192399 0.0129027415487521 0.299205191947253
"NCU01358" -1.14338085727645 -0.330464047096286 3.44819100337323 0.175236339785895 0.459510884374659
"NCU04907" -5.38152096715362 -1.18503567125371 2.39210969531043 0.555394847900569 0.630896542832611
"NCU07013" -1.00752288263435 -0.0549952780943879 3.90594215228289 0.0330555873283227 0.0777713213703598
"NCU09330" -3.92404334197186 -1.22900450533686 1.78430556047447 0.090953736192349 0.150849536680425
"NCU02034" -4.53313683640125 -0.390393496891067 2.90905285419252 0.353904226932781 0.785378506681424
"NCU03636" -2.12857324287903 -0.968967872682179 1.97955815275656 0.0707321297289221 -0.184284915287564
"NCU03222" -0.129203084722076 -0.15135523112914 2.89364625227071 0.0427545692361965 -0.294514111075944
"NCU01930" -0.494940121210086 -0.809190664991076 2.47983951125299 0.020310090305684 -0.0644831727395658
"NCU02605" -0.349532592077119 -1.18827521499763 2.30472467509053 0.0381064696004883 -0.0553009335535011
"NCU03320" -0.45418873445263 -0.102492287524796 2.73828915500196 0.091551048791739 -0.0149666161589772
"NCU02177" -0.333278897817473 -0.247053344240102 2.38605804479749 0.0372377317076213 -0.137306222277238
"NCU04050" -0.697589222941503 -0.201017634513464 3.1327798431086 0.0759749213024395 0.427669578217969
"NCU08879" -0.69183811075082 -0.0901420348876829 2.88927034222642 0.0329690104425772 -0.129067226186672
"NCU00092" -1.06444599814758 -0.00132875357039454 3.87390477519235 0.0799047443029059 -0.0362378245555197
"NCU03099" -0.762632147884489 -0.333397437657127 2.16800882754729 0.0149567484791827 0.151945925677538
"NCU11778" -2.47736212111283 -0.971315860269287 3.66142598959203 0.023612589346547 0.701239784286318
"NCU02973" -0.0810367749434674 -0.0142556725684425 3.27754241559611 0.0725206087471706 0.22816008544846
"NCU04757" -0.743738436205624 -0.243262657558704 2.1394116769215 0.0243021381781065 0.0971775030376917
"NCU08156" -2.45666975012946 -0.847976152248271 3.93847363838089 0.223204144669441 0.776817970627627
"NCU11217" -0.470833022852978 -0.736037281909394 3.66652235736909 0.37975187734087 -0.178632188714121
"NCU09770" -0.107727845103638 -0.127098432510437 2.53624278998535 0.0570008072117437 -0.0651288737727884
"NCU09811" -0.69966646654691 -0.0706086091195743 2.64498741743954 0.0405455598742139 -0.204899335678448
"NCU09381" -0.706354206391528 -0.0720498266666796 2.36675808958959 0.036483453991945 -0.222614825266526
"NCU07345" -1.60423469225992 -0.00117316988373741 4.15239725621153 0.351357286776017 0.716817673806418
"NCU02048" -0.528350082221136 -0.00835519184154666 2.21161422185663 0.0128641728583605 0.0660710539459553
"NCU03818" -0.467829631151461 -0.0853150933934181 2.38040360639302 0.0121169394640587 -0.0444114522966267
"NCU05559" -1.481822396336 -0.14446006398379 2.73178101581783 0.00940701054240091 0.117129090018578
"NCU03113" -1.08025601622983 -0.121675330298278 2.21697323872015 0.0119386038722904 -0.257684334385133
"NCU00334" -1.66672093764026 -0.318019442048202 2.48309055563514 0.0220243388124349 -0.26144641820724
"NCU08357" -2.69355705063028 -0.206038942290012 2.45224873678595 0.0132811983554582 0.529655976916331
"NCU01218" -2.10934225649479 -0.246655550183686 3.08186275673732 0.0230200149634272 -0.00991167191422029
"NCU06010" -1.09799765099758 -0.153164680234493 3.20629467458122 0.350283976165524 0.496017640698915
"NCU11212" -0.615915900691214 -0.864169626522641 2.81900301176877 0.236590147892091 -0.0896862699236356
"NCU11715" -0.899697534706126 -0.931736428455202 2.33623937071092 0.0200619543386345 -0.194190229514371
"NCU03838" -1.4563621451162 -0.0175711874646822 2.69007062425097 0.0318897886175887 -0.142471102548507
"NCU07700" -0.525326432368247 -0.113255231301891 2.81478109124616 0.0250701331494948 0.216222741665451
"NCU09710" -0.753337388397853 -0.0776981399622195 2.70019612296444 0.0436127794542178 0.245396028498101
"NCU07907" -0.579545756973527 -0.262747160195252 2.67388560922519 0.100713348939894 0.060334986833734
"NCU06272" -1.75629914312185 -0.36347865551376 2.91115026471421 0.0887123559359242 -0.545194263955211
"NCU03186" -1.12607962454351 -0.354860354142863 2.42029924524139 0.03287324002053 -0.315759196570798
"NCU11468" -0.604864305049621 -1.11621222994267 2.3815788959536 0.142799702692165 -0.0855757013491153
"NCU05796" -0.0664860355397748 -0.641851060918581 2.67802911659271 0.0163338529766508 -0.13353886819591
"NCU05803" -1.66908085735904 -0.609111455893654 3.19968510492735 0.0200716845200486 -0.476691845601292
"NCU03823" -6.08978008098518 -0.268273766381056 6.51910937257891 0.0744737131791302 0.73434676182565
"NCU08396" -3.30668632682726 -0.520406620373475 2.56207907974695 0.0314551523099333 -0.617352448541866
"NCU12024" -2.20913636172374 -0.170101010804227 3.78040166633625 0.0248007563089534 -0.697256818876394
"NCU03019" -0.989010747758675 -0.0353395697012867 3.43016119249585 0.122274265958346 0.22372719587968
"NCU09131" -0.536547039719108 -0.000904491426598092 2.48724244081937 0.0674437824411135 -0.29008566249607
"NCU02689" -0.0721335049301258 -0.0353249353764776 2.42657730430472 0.0308252402044254 -0.100210385291315
"NCU00502" -1.14055312831713 -0.0673092251388089 2.75521468682972 0.0421834721492666 0.485619354165922
"NCU09153" -4.50077504563799 -0.118585024065238 3.46915219814887 0.263910263392559 -0.904309410854592
"NCU03157" -0.953000483107898 -0.0054534644168229 4.27637196964954 0.113573463026053 -0.210874439786458
"NCU11949" -9.62096208170477 -0.147942650501113 5.2871448639293 0.379316405920331 1.40008955219399
"NCU11723" -0.229103540061425 -0.128559212441281 2.899246877347 0.0528569959518618 -0.126015985522414
"NCU01220" -1.03485893517444 -0.00424689200031369 4.00170386432464 0.0106585983625996 -0.331508376868653
"NCU03032" -0.530579233605654 -0.193704075332059 3.53876895043098 0.0884314073766799 0.0831083058979041
"NCU12156" -4.27681050036436 -0.0724750031972666 4.5123807759568 0.0926254048244623 -0.913636060353544
"NCU01967" -1.28118232876861 -0.387871112005472 2.58697191347427 0.0377190831301761 0.429804019294294
"NCU00362" -0.194343767404336 -0.179201693500531 2.4124833140528 0.298410920026342 0.00507243750125402
"NCU07471" -2.61514928931579 -0.282787539191953 2.049537342795 0.0347112393366886 0.129795261194391
"NCU09860" -0.476488835041055 -0.00103175117097767 2.54519129056875 0.0138416823223102 0.187781492323506
"NCU04454" -0.788344314129239 -0.693825472421013 2.34641354320231 0.0856704830065936 -0.0785852303480748
"NCU04761" -0.148729651407673 -0.000367350979730452 3.35154544866 0.01410300116265 -0.0912154600247366
"NCU03231" -0.909803032639758 -0.201000363207148 3.67822551219724 0.0866929111343776 0.207248115259382
"NCU05266" -1.46959863469796 -0.377102955938538 3.90063560191937 0.0222384612287864 -0.43667391485536
"NCU07531" -0.207538253469654 -0.285245903085463 3.50578633003254 0.20543105931966 0.118908834019161
"NCU02404" -4.78055122344224 -4.38075607616315 1.70445919378009 0.0634982238273906 0.190241225288286
"NCU00068" -1.19413341516258 -2.31337911911272 2.68585783103123 0.0457219815772091 0.220401829933896
"NCU11046" -4.56465728890337 -0.030944279158824 2.95245520840633 0.237255884940082 0.699372269134778
"NCU07878" -1.90040396547069 -0.0225290415345167 3.51600109955896 0.0218766084530577 -0.687577821833849
"NCU02334" -1.31165802178622 -0.0112367915530664 3.70023263410591 0.0962139503204525 0.199706916152875
"NCU02173" -0.431247950994716 -0.116487787834187 2.3241292579728 0.0208054929452742 0.0100319595323485
"NCU10015" -5.15341805784681 -2.82529771593277e-05 4.65332946581089 0.20581886204398 1.1095594724831
"NCU02209" -0.975733853295169 -0.231423960692565 3.66436802696987 0.0508676554437464 -0.32362060907036
"NCU03100" -0.122434216505906 -0.469681601712424 3.13540549039014 0.0282330353221765 0.290926326787464
"NCU06678" -0.723161716450165 -0.110395852255563 2.6312548195132 0.0144920302037444 0.269794977121901
"NCU04657" -1.53995549249593 -1.88017161365592 2.10393585657875 0.812845692588916 0.214476155158754
"NCU11565" -1.10199321263639 -0.0458731063524517 2.60267319758012 0.0686501669606153 -0.444142308356224
"NCU08499" -0.388697781826542 -0.015632214225439 2.49919464329251 0.0135343686404666 0.00351893504133044
"NCU03103" -2.49272580724812 -0.0559210520029173 2.84413092520573 0.0193535378312105 -0.633684935156432
"NCU09559" -8.60077472526947 -0.459386368378019 6.91334931967898 0.638418944537802 1.55305721032546
"NCU00808" -3.63402154920934 -0.980123187883191 1.76204919710871 0.0795228545921188 0.0117531580813738
"NCU06646" -0.500714724628367 -0.282787539191953 2.37634036212696 0.0969325729258232 -0.157856660425864
"NCU03244" -1.60930911716787 -0.952501429594837 2.521014823039 0.020956765371288 0.427592420165026
"NCU05423" -0.146003556626563 -0.0308714305600347 2.63808114181274 0.0221165815497936 0.147873753830601
"NCU09871" -0.0331114416070682 -0.0866544308526066 3.02519648152942 0.0373544285145374 -0.00132270354002539
"NCU03948" -1.94436212717899 -0.350278076293556 1.99285406087377 0.0844346068897995 -0.0563630063835189
"NCU00329" -4.51901118687299 -0.218492707894658 2.80058856334824 0.118596284606229 -0.744565285382187
"NCU04201" -0.0807659804962535 -0.0521784377976546 2.62232445728579 0.026449701354797 -0.121597905699177
"NCU01633" -8.00629985687644 -0.949758846558214 5.91780443718471 0.0993230119593461 -1.43730485268322
"NCU02596" -0.363126479664664 -1.52437668644798 2.50293836910204 0.639592161418604 -0.243946462107543
"NCU08002" -0.0664617632521293 -0.100600316887956 3.33159244034328 0.113556934309726 -0.0561606049586075
"NCU02955" -1.16055734201726 -0.00384975140732579 3.70574981829311 0.0934131310023844 0.451228809289741
"NCU02511" -1.78049356758419 -0.488014840473048 2.77615634501273 0.0626960422617618 -0.5225175465961
"NCU11421" -1.1099321056283 -0.875259690128241 3.37529460092764 0.0905558992431641 -0.202528155967635
"NCU01525" -0.963989424649886 -0.184301195449516 2.60964353759148 0.0158935247989572 -0.417575155025469
"NCU06136" -1.11823636100103 -1.53467933365503 2.57931226167261 0.0906273180063089 -0.374961206100984
"NCU03225" -0.819948227879343 -0.593160592676653 2.1378475257773 0.0143552210879411 0.156232989391166
"NCU11988" -0.445694143089314 -0.118489599665147 3.25716014798599 0.0265563482763629 0.0893855580492029
"NCU09159" -0.167837446904824 -0.0698054631690368 3.53032648001088 0.0653810373697406 -0.18815447321602
"NCU03635" -1.88992274588593 -0.0886127818381587 3.22148521469169 0.0737995800475374 0.685167447366378
"NCU07852" -0.323718979038504 -0.0659804416859623 3.59356701394149 0.0558513119327732 -0.121512179029143
"NCU00448" -2.58722548392591 -0.268089053240038 2.50279436232409 0.0272323607542189 -0.454604790828884
"NCU08811" -0.882610128836829 -1.45345249918693 2.70338854304129 0.0375441212318049 -0.32575886142771
"NCU04750" -2.57577759317757 -0.125447592691678 3.05269065430333 0.0191476311590847 -0.65255022669688
"NCU08126" -3.89411334757757 -0.161547180730468 2.36108637511276 0.164290982886365 -0.554128291457264
"NCU00032" -0.351364824412148 -0.207428579297324 2.31112583218912 0.0182326388718892 0.0286828340038492
"NCU00879" -1.56987671131733 -0.0219224031590359 3.0287886392548 0.0136593313234559 -0.494795088300327
"NCU06262" -0.775404387056798 -0.00406248568174687 2.82404014498751 0.0341925985374777 -0.442609595889719
"NCU03592" -0.161259018377997 -0.0495773081846429 2.45421284992265 0.0255362994130654 0.0754221985386745
"NCU03733" -0.477429099451197 -0.082043577976993 2.19215009957411 0.172673911692164 0.00700715479248858
"NCU09124" -1.3427577506475 -0.200275237573262 1.97600640351237 0.0420836561227387 -0.0772967179460545
"NCU05642" -0.941085809565701 -0.214703495585938 3.30554404007215 0.0650640930396736 0.444162848351462
"NCU11129" -0.0215816648448402 -0.0655278505942811 2.91034637660468 0.258977856850713 -0.00432405154101115
"NCU01670" -0.661478694252601 -1.1354163734374 2.52810778671468 0.0292303620607434 0.312958498843497
"NCU06238" -15.5703259466483 -0.000961049313610471 6.14100071193112 0.0614794425162539 -1.93575217289762
"NCU01993" -0.000357262085858485 -0.0602176909215431 2.80619074053064 0.0619620719238342 0.00789334989743457
"NCU10284" -0.489641226201136 -0.387850292335046 2.38131575226042 0.147786803744746 0.0724698830854355
"NCU02336" -3.49719715660184 -0.015718311026996 3.45181561790993 0.029958094655479 -0.423452339492974
"NCU02548" -0.293137570417628 -0.881788993063297 3.05089420036387 0.03906669364978 0.126399742813918
"NCU01515" -3.00898802407018 -1.59283682372196 1.95219488655304 0.0164563382350355 -0.208221204034243
"NCU05941" -0.2475213347562 -0.105595981528137 2.66123583781934 0.0327620571893516 0.0299454912096909
"NCU08471" -0.371112746839179 -0.0662068140694984 2.59314647091467 0.0437378820073465 0.22522541570718
"NCU05951" -0.230196695326289 -0.425613041519383 2.63499087750275 0.148466215872039 -0.130919101559369
"NCU09892" -0.000238917034122517 -0.0327088353788256 2.73266530305677 0.0199387039407478 0.0231066171557822
"NCU09152" -1.66484579980204 -0.864069065054359 1.98893634094358 0.308206361401633 0.143979763623585
"NCU02742" -0.715692756414373 -0.0301432363038931 2.55354573586398 0.0154478656128422 0.0830419116933286
"NCU11326" -0.421882861354957 -0.0216480923631861 2.58409270822573 0.0175607039546091 -0.291496223773982
"NCU00344" -4.02565727486803 -0.394786349891802 4.52758044749732 0.0156094646375933 0.572570318441277
"NCU09219" -0.577597188034097 -0.48491292284047 2.40254699508849 0.0184136243464004 0.254925923090895
"NCU08111" -0.850706279844071 -0.0874712292027759 2.33076326844306 0.0936144458295051 -0.0666767770813135
"NCU03728" -0.173393651769206 -0.183452298963903 2.96827177788878 0.0495038888657609 0.17332412210096
"NCU02435" -2.50395185005392 -0.0329861975206716 4.49777277530236 0.0187888206484015 0.56571782523714
"NCU11229" -3.19849390882858 -0.0544432081913023 4.50030172875057 0.0951310087369729 0.858093527968565
"NCU06268" -0.790571196389087 -0.42192272171225 2.64771488087025 0.0109473539112552 0.212257791115108
"NCU04439" -0.819878220280237 -0.0378011815409517 2.37484882236924 0.0804347004008347 -0.322877667863672
"NCU06892" -0.723703060891051 -0.00663305340293155 3.39145232039621 0.0615753864584357 0.162778596822253
"NCU01871" -8.19139376433657 -0.104874061818194 5.31855237175211 0.181004173443514 1.40986307960321
"NCU04650" -0.582368146140947 -0.543831288185635 2.77678208017925 0.0283262630245195 -0.348551637644538
"NCU08847" -1.44186969789597 -0.32046875610436 2.33161884117967 0.148617346546537 -0.30671307329664
"NCU09258" -0.0564178736048221 -0.228011291412941 2.55128846182091 0.0166234486556977 0.0959931403169938
"NCU04203" -1.79190281335771 -0.60656910362796 2.27118003059873 0.0262631324462058 -0.285877710527249
"NCU11369" -0.0160946185577494 -0.119635293890143 2.94496962693912 0.0109419516128785 -0.108900024179234
"NCU04116" -0.13678652630301 -0.0896011225872853 2.38046828944387 0.0158201313372424 0.00317440241573733
"NCU11856" -2.07803746309492 -0.45943109609803 3.77173363477087 0.124652920497878 0.506331512798356
"NCU06181" -2.67126546873512 -2.07760680825993 1.86317001098174 0.0468236715398851 -0.0280608880901456
"NCU02002" -0.79726871730021 -0.425051061606181 3.2434807529704 0.0775609568849971 -0.481365935319397
"NCU00654" -1.17275134065314 -0.112306464627305 2.56516246685922 0.0352098970876405 -0.425268344365561
"NCU07418" -0.459304688587626 -0.136316127297889 2.38016224350416 0.0202314300035948 0.0163275213584373
"NCU01368" -0.974698769660164 -0.120909828857477 3.40817517707112 0.0264704046256512 -0.310692867242494
"NCU03460" -0.59523939705522 -0.00862587988947293 3.50366743387384 0.0232663677507028 0.456381180847932
"NCU02726" -0.489777533327953 -0.00231939912769935 2.33349785566457 0.021459488767959 -0.195957278311445
"NCU04360" -1.67494974887117 -0.114157394179727 2.85784686518348 0.238046260202699 0.417538190596853
"NCU02016" -2.11063122348095 -0.0397395650666151 2.64519339067814 0.0362441613604641 0.552812152563873
"NCU02120" -0.0919228129802635 -0.00338189524329335 2.60508062392169 0.0268659933049603 -0.177076896602794
"NCU04799" -0.214895850299191 -0.139559250671018 2.83066603593614 0.0674632559244097 -0.0596631716205596
"NCU11040" -0.392030063856683 -0.0676870427178655 2.79558191087698 0.0590529461803459 0.161424954451406
"NCU10012" -1.07280069067404 -0.181231601498455 3.94481026271347 0.0646645979890835 0.635841472393059
"NCU04070" -1.48806252394955 -1.7148141240918 2.22608081355071 0.265800747205219 0.0495552763444607
"NCU02261" -0.250652397242098 -0.0343595431475056 2.55581707897464 0.134933545902213 0.294502664904973
"NCU06749" -0.981312303232534 -0.90459920924847 2.59571312169748 0.0763693479127217 0.186798926623777
"NCU07528" -0.553444941122798 -2.0354185731906 2.28360572916302 0.0418190804276113 0.0562978514193653
"NCU01891" -0.734620674876899 -0.0390489522305029 3.13302277709708 0.381605687512943 -0.149435797840258
"NCU00792" -4.84325335598485 -0.0726572770642558 3.20598184348531 0.0448221228433786 0.758116635575744
"NCU05870" -8.52428011682515 -0.769563660291793 3.16347427894494 1.49657871327135 1.05226612667528
"NCU01673" -0.0885203592313793 -1.51193414446529 3.17039719011521 0.0473744237012375 -0.200612775352246
"NCU08525" -0.245027420742147 -0.727872292939367 2.62969286825275 0.135475176143198 -0.240835987923013
"NCU03879" -4.03322073446041 -0.584176858111342 2.85533569312123 0.272666009685913 -0.724168141257604
"NCU06615" -0.96248053373278 -0.146682287120508 2.09687774708025 0.112243736990448 0.0749901677852488
"NCU09738" -0.806152295723178 -0.248120937461859 3.22695967691879 0.114656803064861 0.553786024500385
"NCU05420" -0.190590035144602 -0.152654413156223 2.84991519951748 0.0849698427569606 -0.215991947824446
"NCU11367" -4.04479213823574 -0.221079712725214 5.38516499250884 0.05787931748996 0.824704956960291
"NCU07068" -2.8736549388322 -0.0996946894448834 2.72289367233159 0.185920765875109 -0.341899517216213
"NCU06312" -0.345839394720544 -0.00261678426488254 3.06945820864127 0.109300416271095 -0.264303462333951
"NCU05286" -0.926167686018447 -0.0113082236961325 2.97986740131315 0.072431612469988 -0.530045750996449
"NCU06224" -3.47517208908717 -0.00318347692012759 3.81832503012931 0.0225703420375592 0.892176710133963
"NCU09227" -1.14410299262712 -0.0569374033892429 3.0329317319712 0.0367466537239291 0.365271090649679
"NCU06084" -0.590588352279437 -0.202140909756212 2.56670409251291 0.0665458642031517 -0.127834778320156
"NCU03030" -1.13966831077862 -0.0682162272568592 3.75977130717899 0.085168853195409 0.117921803009604
"NCU06959" -0.923001843471812 -0.119762674311945 2.73198705106311 0.0140184226316408 -0.417604198205376
"NCU05307" -0.451282406845147 -0.17222997302721 3.10522823543378 0.127179991011258 -0.343635993781565
"NCU11427" -0.701449897800779 -0.11205361213378 2.6308512848748 0.00946841355093533 0.305937891119207
"NCU01816" -0.0335849456214853 -0.057042086461338 2.58960741940119 0.0700671773176431 -0.109796075890073
"NCU11409" -2.77922522410385 -0.00192302313156963 2.64049090325806 0.0827584319169597 0.548895054011463
"NCU00823" -0.963192220003293 -0.107544625951525 3.44927665635029 0.0274439204492138 0.347709445995977
"NCU08761" -1.16430453119549 -1.110492153275 2.15711498565513 0.0228694566174752 0.0382491561105064
"NCU07497" -0.612357661133658 -0.00209287932040513 2.45417408134873 0.0331943523875195 0.323594272604042
"NCU01511" -1.90271872775133 -0.250259549267252 3.89987443522121 0.0759291197584478 0.563778735054149
"NCU08314" -0.447750273237121 -0.355565636738521 2.4154479320609 0.0410343625400077 -0.030505705967229
"NCU03769" -0.719083726920403 -0.0390489522305029 2.18087835952888 0.0353308076777716 0.129323905481745
"NCU04313" -0.455954825441359 -0.0496218420266591 2.32156580229952 0.0869199872013431 -0.0454262784283788
"NCU01878" -1.37228067336083 -0.474369694185988 2.03963692686275 0.0142825232171822 -0.129407419303603
"NCU11833" -0.605268710573499 -0.0555924534726794 2.87506776947084 0.0159923096016524 -0.255882398254515
"NCU01889" -0.883259458189479 -0.195815211065733 3.15289877940725 0.0509808861048649 -0.495964003513836
"NCU02394" -0.95801709526306 -0.570013633797605 2.18580443618914 0.0162062328064421 0.164260440644075
"NCU04433" -1.54392363838761 -1.37614684112044 3.76975977366513 0.253597037141386 -0.572969649046832
"NCU01147" -1.59296450813496 -0.185643922406357 2.64449863192006 0.25974682755879 -0.461529018768734
"NCU04383" -0.523946868090595 -0.582000358378353 2.58511559426486 0.11277112057104 0.314722041278739
"NCU04526" -3.57134176138421 -0.330916291119134 2.6321055981818 0.350245893393425 0.642070075048253
"NCU04352" -0.388402233573763 -0.171089492560106 2.66533389828921 0.0488803635709206 0.3372536218196
"NCU11445" -0.6488619627395 -0.108079595675557 2.66999373496798 0.0642672602750348 0.217288487473294
"NCU00319" -4.2584579944491 -0.180926852490763 2.46845033727227 0.0950663852658631 0.63956284168299
"NCU01045" -2.82846282415583 -0.925158868457154 1.93337550382394 0.564052756424571 -0.205264687254604
"NCU09096" -0.180572649074262 -0.151519591275462 2.72843463888969 0.0918360250622312 -0.269827761483898
"NCU05775" -0.374503933442001 -0.00183810585509877 2.73706864729465 0.0759722821799085 -0.268161521540373
"NCU06001" -0.419757664485203 -0.466005417191406 2.90133568223015 0.119069011690342 -0.312752922889339
"NCU07828" -1.69461009775629 -0.0645027351790358 3.8000122177684 0.0428336486995298 0.108702501853375
"NCU01540" -1.20131443630894 -0.019629171511291 3.05647493312713 0.0227462587752399 0.214062878878704
