"p_sw" "p_dip" "kurt" "var" "skew"
"NCU09606" -1.8152426377465 -0.0306820490358215 2.62772457280236 0.19150670885169 -0.400306512312978
"NCU09994" -1.64612828786262 -0.26543296019092 2.19971479210767 0.0598708935418205 -0.350888807783265
"NCU07058" -3.18439144913514 -0.715286198038035 2.09855071977809 0.0735216765661994 -0.370891941182915
"NCU04990" -0.628329561014462 -0.113508387848921 2.47342668951499 0.119872224468867 0.0410243970134052
"NCU01543" -0.323287952885599 -0.00431782656320914 3.0267164701644 0.0149684721738194 0.116364326810388
"NCU11805" -0.680906051105346 -0.201847008211113 2.48411833479487 0.0714450221140927 -0.309033116130162
"NCU01343" -2.20275007009325 -0.673785058106053 3.2400124420894 0.0595863846332186 0.586184167600457
"NCU02693" -1.61531049156426 -0.175255185418448 3.91898922894238 0.0270733846597892 -0.561524784427982
"NCU06470" -0.739502047556196 -0.43018544392503 2.20783593427584 0.0359616952713634 0.0361627236711034
"NCU06740" -1.38757086170146 -0.015101447685698 2.51882341219439 0.0345362599281651 0.307624441604012
"NCU00316" -0.0875426666992719 -0.00640555446835165 2.63985569179907 0.023968931867565 0.149756768174449
"NCU09036" -0.0509499883283715 -0.265469802102282 2.85292374536117 0.332984057202389 -0.0887060518976235
"NCU11558" -0.111118947168725 -0.0358958327987917 2.47197482679205 0.179006877517001 -0.0837756058045269
"NCU03645" -0.109814592494168 -0.154598112396039 2.63811294278647 0.0815269158594981 -0.13352012844976
"NCU02064" -1.36300888557227 -0.745400035854676 2.00245671897499 0.0497129706823802 0.0642965391697112
"NCU06091" -1.24509653346478 -0.549933332992265 2.48860890359754 0.0149076122663329 -0.346107548815441
"NCU07502" -9.48063899700201 -0.0810626748544785 4.00866051656531 0.672152064963254 -1.28118835867875
"NCU01656" -0.554613855980759 -0.171760205888848 2.50382661757483 0.0187292768825518 -0.264532433735529
"NCU11102" -0.850754651725385 -0.310148507283989 2.35861950253546 0.0472086406462367 -0.292193441325307
"NCU00272" -0.655163126888829 -0.259867031992432 2.19345321358592 0.0166325329692934 -0.0248779197704254
"NCU09367" -0.7222343554973 -0.0856843866626291 2.24277321818237 0.0225798643046652 0.122335714331349
"NCU01805" -0.225076479658259 -2.0601625551116 3.08370280772028 0.011767501504652 0.280925766191978
"NCU10036" -0.369623498989513 -0.0026876032869015 2.86900756640791 0.016041191891755 -0.0265640027577632
"NCU04278" -0.444217354106197 -0.0544432081913023 2.30280725925275 0.0352453372957477 0.0339262314520089
"NCU07141" -0.477424801982134 -0.00802761484021968 2.25002221234608 0.018868817941992 -0.0894777551563526
"NCU07311" -0.159209791850162 -0.0347104870439526 2.37289550406296 0.484156821911402 -0.132215255543146
"NCU09255" -0.614005969770237 -0.0930835322170593 2.97640659223244 0.138161505595025 0.180931684096069
"NCU08550" -1.08275122752896 -0.0769503052141005 2.1764418994306 0.0373267222707662 -0.184732130946949
"NCU02380" -0.349448113263603 -0.341891613131002 2.56221603751665 0.0270121467265696 -0.033713810799876
"NCU12102" -0.645671249920939 -0.07521260585604 2.18189144678973 0.0251086354827785 0.0267345097434048
"NCU03342" -1.14481069113812 -0.298695076326044 2.36081446952963 0.0623702555455199 -0.317271658813193
"NCU00007" -0.690138806268892 -0.0579398197452405 2.16167806564515 0.0251741195374022 -0.0149088621580581
"NCU07205" -5.39718981749288 -0.275671799510754 3.35003639043674 0.890753465978774 0.91510544456164
"NCU02010" -0.0166545893398242 -0.0438194900114207 2.85300811242089 0.207053229531507 0.105959569954453
"NCU01911" -3.73255454670082 -0.0469089005291937 3.69340412201534 0.0378330374868788 0.739318568486509
"NCU06648" -3.08475078025443 -1.28480061394603 4.56559503449577 0.0269225249525085 0.785793761028404
"NCU09364" -2.44842874228656 -0.0107083522220275 2.81826358536879 0.0562905499838287 -0.417127205065956
"NCU04581" -0.120738709863681 -0.0735083280115059 2.45801680186595 0.0167002816486719 -0.163184252282636
"NCU09216" -0.685937206522979 -0.200862203494301 2.35564087892873 0.0165519246254658 -0.0791495831587843
"NCU07728" -0.975403045642534 -0.248990329485611 3.43209233861326 0.0182298111904495 0.393459728427825
"NCU00450" -1.80987531620028 -0.372048912226523 3.53201481576709 0.0800691666240721 0.330511309255983
"NCU02155" -1.10165441171956 -1.4576915898927 2.77999174970534 0.100278291629606 -0.406523522718044
"NCU08141" -0.797252855115996 -0.00630603995692127 2.16673064162159 0.291194978793682 0.114917486472404
"NCU09899" -0.411962002411271 -0.288124794161324 3.34850328268233 0.0434095748971523 -0.317329945248994
"NCU11760" -0.707126978343149 -0.022543489791696 3.31045495742978 0.114229079792365 -0.408383557805265
"NCU00106" -4.63401991454504 -0.00515523462145615 5.05845720650616 0.0456434908631429 -0.541712480448601
"NCU00155" -0.730473809838019 -0.124087298658455 2.1587786596443 0.0787115030097459 -0.13861432708941
"NCU11261" -0.181637281615435 -0.0350615541452573 2.39299973451509 0.0605420242407318 -0.0216482931014724
"NCU04837" -3.32329934378421 -0.0118369802017959 4.98726791697418 0.0483227544218724 -0.858497295588585
"NCU05931" -0.676614277653777 -0.0028292563787171 3.00478284558836 0.17001313029114 -0.376310204110417
"NCU07988" -0.152286608725759 -0.770723186846705 2.32075807169631 0.015343089140362 0.0188713292886298
"NCU10733" -0.965020002943484 -0.20624726477397 2.55862000855011 0.0166526445822734 -0.283267862761845
"NCU09347" -1.2915996365056 -0.0868701240760536 2.38576862096998 0.0105358987904009 -0.384910840729498
"NCU03111" -0.0687826926151542 -0.0676719272736601 2.98885510338396 0.0222935037530797 0.336053949903226
"NCU07483" -0.468833327429094 -0.731036388978494 2.50239294749715 0.0276692432696226 0.222213170611673
"NCU11883" -0.267701088298275 -0.00597913341374716 2.36401765088784 0.348056044661226 -0.210925571257548
"NCU07711" -0.161709554666345 -0.153148215941428 2.43242787845045 0.0342464438635376 -0.0641027310543284
"NCU07884" -1.48010002994021 -1.0574185593227 2.66003097238355 0.103848306002607 -0.158021738878926
"NCU07967" -1.98822947515153 -0.63802030575515 2.25660395055222 0.0908678548435007 -0.193396898697782
"NCU06776" -1.70423391134044 -1.25408464955484 2.29447923806262 0.0189606555871194 0.145335999989654
"NCU08065" -4.82922152231617 -0.835650552033195 2.59463891897129 0.0915433413940724 -0.552231743446818
"NCU01333" -1.28247041970476 -0.00791370016219021 2.40981129927647 0.0267391376491966 -0.382668728128787
"NCU02136" -2.4949125704591 -0.0290955672714494 4.88388021953751 0.0457179805884027 -0.117015329730466
"NCU04540" -0.487928376867449 -1.16386868289733 3.27590580124453 0.0245002126567444 0.0198932802834882
"NCU09387" -0.298029704245586 -0.0729003605798326 2.24591676643114 0.0368554717758397 0.0554932903443398
"NCU11311" -0.533534114048029 -0.009138963533361 3.49276862594662 0.0650845507286363 -0.14050657432621
"NCU01764" -0.987058555051585 -0.739552847059899 2.277128658669 0.0890553084416038 -0.281527022734863
"NCU04036" -0.0743905214432286 -0.0160914828482427 3.31519611154217 0.0484072646793793 -0.151686875375567
"NCU01390" -0.393145918647169 -0.273533914458262 2.41839268846264 0.0225527902771578 0.195060572403625
"NCU04592" -3.98301575444242 -0.529120700320293 2.75850760740212 0.372952485531272 -0.677387579410325
"NCU08516" -0.132386580569919 -0.40848562799545 2.74276095603486 0.183778097839007 0.236224415372489
"NCU01174" -2.41886410710256 -0.574193917485524 1.99856364998215 0.0544246179261271 -0.260058198497385
"NCU03926" -1.3388597129923 -2.34441409246659 4.16295442952283 0.0644672137887948 -0.0211626844536649
"NCU08721" -0.914307838777141 -0.893525975322758 2.27495946141767 0.108899200521371 -0.127247836821965
"NCU03928" -1.50210667521317 -0.4018341884586 2.43231351402875 0.0426427454457656 -0.291399852977454
"NCU08315" -0.169468558581262 -0.856223007075259 2.96634027966487 0.0881682112306661 0.124860474639687
"NCU09270" -1.03091200366129 -0.387891932109365 2.17393764305341 0.0464523507548667 0.0254975945736947
"NCU02853" -1.71287325439938 -0.639893667112319 2.3809213489623 0.0288082919634904 -0.361440598989098
"NCU06711" -2.31640348870443 -0.819331704766366 2.4756108232526 0.160801896562431 0.463985601832034
"NCU04329" -0.988525871999147 -0.103729475351444 2.1841954462364 0.0180348268887024 -0.213269416264343
"NCU07734" -1.38958460302097 -0.152358248486503 2.55608194030486 0.0181551299036791 0.230898660044689
"NCU06370" -1.82517989795514 -0.143905278948756 3.00301408127191 0.0355851879967344 0.505971633012564
"NCU08873" -1.09971997056804 -0.00258845806030881 4.21675505604061 0.0800206791971489 -0.201730344480881
"NCU04410" -0.288273359319395 -0.10586290989086 2.99693907167706 0.0236808670902711 0.00600199687787811
"NCU10262" -0.680614366217615 -1.65836228535485 2.50081640481771 0.0702509895503413 -0.146485469419362
"NCU07288" -1.67975997895234 -0.076813008584517 3.68971598485702 0.133575466938527 0.0660135938963889
"NCU06599" -2.22195480987695 -0.00384975140732579 3.43889753729042 0.188746683264818 0.398106250616287
"NCU08279" -1.15438883280732 -0.00055107708702038 2.88297502223378 0.0247345727153481 -0.460858492591923
"NCU00829" -7.48368711196688 -4.64097816719744 1.44930202886588 1.41628445801948 0.0766868225697805
"NCU01191" -0.0686922446821033 -0.939152136149533 2.7871696579544 0.045014108170597 -0.184419209923014
"NCU01074" -2.0696991607021 -0.189700031721733 3.16206649465086 0.542498527595262 -0.629106882108403
"NCU05060" -1.89972890844737 -0.1515689045876 2.9230346594754 0.469777570011527 -0.160869908148453
"NCU08364" -4.51448772047331 -0.696429861720427 3.30099826347834 0.287969394957974 0.867749938593494
"NCU03280" -3.34295206990046 -0.0359397614878934 4.33520018868349 0.046632873324675 0.874318689352258
"NCU02905" -1.1192490959795 -0.0540554494320442 2.95187454632033 0.0583567581941823 0.485075112913616
"NCU02829" -0.174974953637477 -0.196605887995096 2.68260471538476 0.0540292880323318 -0.0902817773795579
"NCU02373" -0.0695397681032002 -0.0866390259738812 3.20483754545223 0.0125556109937733 -0.0853866802486633
"NCU01102" -0.296142915501932 -0.00871137555062014 2.75202151154776 0.0713611297049694 0.273550084724135
"NCU00651" -0.349649409191334 -0.0177149647826203 2.75700815962786 0.0269487269073409 0.235434568257834
"NCU11896" -2.57803038430058 -0.0748928324356226 3.90922767620942 0.0274501011525151 -0.279937800243762
"NCU02027" -0.735560718776547 -0.00864012865873571 3.07983751937545 0.0626769459705319 0.55262889538338
"NCU00590" -0.192202130240158 -0.0419026507338533 3.0564813743577 0.0289932308817737 0.34224570685064
"NCU02798" -0.213776042622922 -0.0794095795169026 2.60331432409932 0.0522428551095106 -0.0582200901945717
"NCU02744" -0.349116445244334 -0.157024797201826 2.32809073215535 0.0488296603229755 0.205776196166587
"NCU08004" -0.611933047893968 -0.457107903345139 2.89859883652055 0.0498898128742052 0.13667943363215
"NCU02679" -0.194065244383215 -0.000678291861067708 2.55967512259978 0.158774265881748 0.278499856368098
"NCU03238" -0.142575093346476 -0.402552275842671 2.71333629048813 0.0288517763656202 -0.273568691260984
"NCU09085" -7.96634709609806 -0.00686060410505408 3.65017615150524 0.120998097118452 1.13890324767073
"NCU01456" -1.64843211199084 -1.03045604336548 3.52340233735531 0.0420957179440791 -0.560130008928391
"NCU07321" -0.0202058355024325 -1.04561328779679 2.93123063708227 0.0707630411881396 -0.184816497956388
"NCU11265" -0.644617495866571 -0.0995074206043105 2.35357496260325 0.0246566406415389 -0.141697333651367
"NCU04578" -0.470863103152139 -0.0103229104939027 2.28012196168533 0.039853223130135 -0.0565574317342988
"NCU09312" -0.722172608455487 -0.765637371977229 3.22170623686466 0.0113616825288885 -0.169822301382194
"NCU04261" -0.801119112552535 -0.31757299180543 2.42420552662741 0.158729710776238 0.221712750055261
"NCU03029" -0.770061960369943 -0.0311482834727656 2.30039586692429 0.0255557864244183 -0.129975889440201
"NCU06264" -2.18449826989906 -0.233081168588074 3.39715111088302 0.117907754580864 0.352657154246244
"NCU12042" -0.238574292946375 -0.246203703478546 2.75970884612838 0.170341346031465 -0.0590993243713537
"NCU04772" -0.435448723944167 -2.20520947265147 2.49560287463789 0.0166233291410062 -0.129515613226222
"NCU04180" -0.543261130786105 -0.144345818371922 3.06495739374399 0.0967874418048894 -0.312806840898168
"NCU02932" -0.412989523800657 -0.615469617817756 2.37014296174231 0.319173493820462 -0.140488499413845
"NCU05943" -2.08931166957627 -0.0277149036070086 3.46251968130375 0.0389588970745572 -0.649213091326041
"NCU09117" -1.02008435586053 -0.538516322210037 2.40561064287519 0.044161651720451 0.347699797917672
"NCU03215" -0.476840475476309 -0.100209859657584 2.6201862234658 0.0907701098009791 0.03144761884016
"NCU02139" -1.99525374453283 -0.00458742380076097 2.7617003248238 0.0380846391463014 0.50099233956542
"NCU01559" -0.071709839601445 -0.0788285841638113 2.46642244402013 0.0589462599200908 0.0438976972805218
"NCU08330" -0.255688500358209 -1.12196521421168 2.83773557607419 0.417225642382806 -0.0301937349427713
"NCU02549" -1.40877360672111 -0.134391447955269 3.92716847664797 0.0643928106831765 0.419456998678221
"NCU07543" -2.06828608312835 -1.65296226483547 2.51259572188346 0.0152642776808228 -0.472315325709185
"NCU02659" -1.9689323201757 -0.042462577663285 3.18028270123024 0.0358677672151486 0.356335149658234
"NCU04404" -4.05227355628677 -0.170603506543587 4.59776984652717 0.00915183264698114 -0.999023706572105
"NCU10512" -1.69819661598202 -0.203040439293756 2.60960886181715 0.432311438216803 0.36573936220411
"NCU05950" -0.626209703871708 -0.113967397504097 2.33470298008769 0.0606211534879718 0.0641957116996111
"NCU02049" -1.80305733732871 -0.740707701276878 2.21382399057791 0.062397857784675 -0.224307843403466
"NCU00586" -0.292509639907301 -0.0606528747935942 2.27093813221071 0.438649130911077 0.0201982956351931
"NCU09263" -1.43755067934503 -0.423733808643542 3.40597378520559 0.162482563179772 0.456085168612423
"NCU03237" -1.9020524283494 -1.58054724623454 2.25855696824917 0.0406301002413909 0.319276233320745
"NCU01057" -0.343927102253736 -0.136235183820675 2.47385150210659 1.1977692576917 -0.00472215947495963
"NCU04149" -0.869386290356216 -1.10025228224951 2.80362107169678 0.0412923135709482 0.491724679954553
"NCU03718" -1.47665509253343 -0.184165323576483 2.36868703948238 0.0280284733866392 0.17074446472678
"NCU09537" -3.83589532036257 -0.960626922395318 4.82030507224822 0.012185405385526 0.389794720573937
"NCU07008" -2.63562057545197 -0.392190142244516 2.98034000243916 0.17760733001161 0.629549829201594
"NCU07539" -2.23162479229469 -0.415887933674339 1.96543023800574 0.129425592026349 -0.0638621423461803
"NCU05855" -6.25387049970279 -0.00795641664577586 4.78405121396145 0.675909554418032 1.0868373012723
"NCU03500" -1.03351995062601 -0.1829941943214 2.64229768104836 0.12189383081091 -0.388183979243143
"NCU03295" -0.970494152431346 -0.0116797531155331 2.08568992375879 0.18626553821725 -0.022337475047282
"NCU11781" -1.17458437692765 -0.126889923748303 2.95732616470227 0.0594449194233582 -0.449279382464499
"NCU07465" -3.36522994961797 -0.239288868514165 2.13546744990926 0.67233140623476 -0.413625019012315
"NCU02259" -1.65028708056293 -0.00515523462145615 3.16161329783531 0.0743020864385275 0.48736188975614
"NCU04001" -3.88169872463223 -0.246800184259726 4.51985393923476 0.0126342954104186 -1.00714443283607
"NCU07578" -0.140486628994796 -0.131245548336469 2.66969467345875 0.165898518426093 -0.0738722989565924
"NCU01190" -0.106523183543638 -0.0506763889291839 2.61057603508842 0.0360663617439298 -0.224500005828942
"NCU07310" -1.12925367393078 -0.667872458685371 3.37626318433519 0.4561169277625 0.423094643109621
"NCU08609" -0.501824055494684 -0.326089818605567 2.67234092810564 0.0426643567585748 0.185753933607038
"NCU04730" -1.35191192606104 -0.109103129159659 2.73029798163266 0.0966591325453694 0.518203494556663
"NCU00992" -0.272698358966372 -0.928370748025023 2.64831962812819 0.277894140133239 -0.157858653832654
"NCU07951" -0.516075858119472 -0.0827338520431948 2.6179891931996 0.0697491618734941 -0.0425247004000783
"NCU02437" -0.113657918600634 -0.386144552733151 3.65805648784092 0.0297867116894429 0.120127221056744
"NCU10397" -0.141855797010797 -0.219547820010269 2.89622967681917 0.0135338434622644 -0.222404274025043
"NCU09995" -0.574965366903601 -0.112907245660695 3.53082784456402 0.0339809293666917 0.460278155636748
"NCU11531" -1.4950241420741 -0.0149006905438054 2.10698730885701 0.265593833816146 -0.279611627957496
"NCU04386" -1.27996425248279 -0.280784037075325 2.09319843913813 0.0219523255105282 0.0851323974503576
"NCU07695" -2.72533696874216 -0.0415933518824212 4.87154712697882 0.0358294860467999 0.514103500980485
"NCU06958" -0.318903137102294 -1.65665776054152 2.66667938675324 0.0584322597532162 0.196117178222818
"NCU02938" -1.98914964076243 -0.00539665188396292 2.79267814476779 0.0495267630339305 0.570211194109161
"NCU05864" -3.56210575466668 -0.00139948143083558 4.03503570671805 0.523129940769923 -0.249296289833462
"NCU10622" -0.0303852308122062 -0.0870242191530208 2.86670037073815 0.0493853153340445 -0.179355768581819
"NCU07117" -1.19866128567897 -0.907990761598239 2.17944408375511 0.273252606886169 -0.0970572481823206
"NCU09602" -0.343248747911615 -0.33814052955314 3.14818734313699 0.0593306603356359 -0.217334052344702
"NCU04254" -0.494397078444763 -0.265506645371021 3.06672660357877 0.0314840088438422 0.0727384560127072
"NCU03605" -0.11018637636127 -0.416144903995681 2.81987566795441 0.0567353245003306 -0.0621717132803718
"NCU05007" -0.0160537324036286 -0.0554879220347544 3.00745214909804 0.0318790552654554 -0.110124332784791
"NCU09796" -0.618356945273378 -0.00928153349981342 3.47904544910393 0.324917115524857 0.10486559895905
"NCU10468" -0.649553626879997 -0.0611633316635669 2.2936329159504 0.0884530415631063 -0.060637310060752
"NCU11168" -1.10386786835274 -0.0167664162780414 2.27186277853709 0.0138431779701721 -0.266863686723225
"NCU11667" -0.0440304048644791 -0.000254305535341548 3.23937237898776 0.170339896713245 -0.171038689711494
"NCU08218" -0.234746271809493 -1.29557934582329 2.75895686646546 0.0231499776797001 0.158259225154604
"NCU11632" -0.415685826077962 -0.0425804969771311 2.51569684409774 0.0117606094412725 -0.146471815994951
"NCU09473" -1.63844146603138 -0.720673299431817 3.02275441253247 0.262638348752893 0.49592050241911
"NCU00941" -0.917998105849237 -0.264475546607209 2.15935707826036 0.290834801173356 -0.197356859432543
"NCU05653" -0.235075886801377 -0.0346666123209048 3.02214820158834 0.203287416781958 -0.237245630651259
"NCU12117" -3.08465964491273 -0.506174780346439 2.24301110608056 0.0342872023050851 0.404458675724426
"NCU06410" -0.55960179040438 -0.561531734351862 3.30030610145759 0.0202359307616287 -0.394090158856235
"NCU02690" -5.85102904165452 -0.325385455438117 4.56515141718248 0.0982725877671445 0.99704477326038
"NCU08900" -0.140001178709081 -0.00918173238908676 2.93049307967487 0.161419078701069 0.13125838417041
"NCU09313" -0.299069827150368 -0.386560318579819 2.93787392579222 0.0138485287025914 -0.398588644564933
"NCU04081" -0.726509789612359 -0.36704067395549 2.5656610551596 0.0868121607497665 -0.192571592662353
"NCU02123" -0.24366770459529 -0.513891013230411 2.31479364844352 0.0497408734746004 -0.118518966628998
